Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,890540,-,-,-,41.89,-87.62,-6,179,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,GHI,Wind Speed,Temperature
2005,1,1,0,0,0,6.243015289306641,-2.5532592773437273
2005,1,1,0,30,0,6.275475025177002,-2.7757934570312273
2005,1,1,1,0,0,6.307934761047363,-2.9983581542968523
2005,1,1,1,30,0,6.27027702331543,-3.1844238281249773
2005,1,1,2,0,0,6.232619762420654,-3.3705200195312273
2005,1,1,2,30,0,6.137749671936035,-3.4600280761718523
2005,1,1,3,0,0,6.042879581451416,-3.5495361328124773
2005,1,1,3,30,0,5.881860256195068,-3.5434020996093523
2005,1,1,4,0,0,5.720840930938721,-3.5372680664062273
2005,1,1,4,30,0,5.600528717041016,-3.4921325683593523
2005,1,1,5,0,0,5.4802165031433105,-3.4470275878906023
2005,1,1,5,30,0,5.454268932342529,-3.4013427734374773
2005,1,1,6,0,0,5.428321361541748,-3.3556579589843523
2005,1,1,6,30,0,5.474359512329102,-3.2241577148437273
2005,1,1,7,0,0,5.520398139953613,-3.0926879882812273
2005,1,1,7,30,3,5.636052131652832,-2.5962585449218523
2005,1,1,8,0,30,5.751706123352051,-2.0998596191406023
2005,1,1,8,30,64,5.929413795471191,-1.5965942382812273
2005,1,1,9,0,140,6.10712194442749,-1.0933288574218523
2005,1,1,9,30,126,6.279105186462402,-0.8311218261718523
2005,1,1,10,0,188,6.451088905334473,-0.5689147949218523
2005,1,1,10,30,276,6.524625778198242,-0.39249267578122726
2005,1,1,11,0,230,6.598162651062012,-0.21607055664060226
2005,1,1,11,30,182,6.658018112182617,-0.03391113281247726
2005,1,1,12,0,119,6.717874050140381,0.14827880859377274
2005,1,1,12,30,70,6.810626029968262,0.40261230468752274
2005,1,1,13,0,44,6.903378486633301,0.6569458007812727
