Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,313293,-,-,-,33.41,-111.94,-7,361,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,GHI,Wind Speed,Temperature
2014,1,1,0,0,0,2.1504673957824707,10.433709716796898
2014,1,1,0,30,0,2.1564903259277344,10.271142578125023
2014,1,1,1,0,0,2.162513256072998,10.108605957031273
2014,1,1,1,30,0,2.164865016937256,9.910913085937523
2014,1,1,2,0,0,2.1672170162200928,9.713220214843773
2014,1,1,2,30,0,2.1906051635742188,9.480676269531273
2014,1,1,3,0,0,2.2139933109283447,9.248162841796898
2014,1,1,3,30,0,2.2461843490600586,9.018579101562523
2014,1,1,4,0,0,2.2783751487731934,8.788995361328148
2014,1,1,4,30,0,2.372894287109375,8.591546630859398
2014,1,1,5,0,0,2.4674131870269775,8.394067382812523
2014,1,1,5,30,0,2.645814895629883,8.215783691406273
2014,1,1,6,0,0,2.824216365814209,8.037469482421898
2014,1,1,6,30,0,2.993718147277832,7.883447265625023
2014,1,1,7,0,0,3.163220167160034,7.729425048828148
2014,1,1,7,30,0,3.245711326599121,8.698510742187523
2014,1,1,8,0,53,3.328202724456787,9.667565917968773
2014,1,1,8,30,141,3.097896099090576,10.821313476562523
2014,1,1,9,0,233,2.8675894737243652,11.975030517578148
2014,1,1,9,30,321,2.5306572914123535,13.557366943359398
2014,1,1,10,0,401,2.193725109100342,15.139703369140648
2014,1,1,10,30,470,2.054175853729248,17.015924072265648
2014,1,1,11,0,526,1.9146264791488647,18.892144775390648
2014,1,1,11,30,567,1.703771948814392,20.086297607421898
2014,1,1,12,0,592,1.4929174184799194,21.280419921875023
2014,1,1,12,30,601,1.3621349334716797,21.771173095703148
2014,1,1,13,0,593,1.2313525676727295,22.261895751953148
2014,1,1,13,30,569,1.1875200271606445,22.286126708984398
2014,1,1,14,0,530,1.1436874866485596,22.310388183593773
2014,1,1,14,30,475,1.0807654857635498,21.825585937500023
2014,1,1,15,0,407,1.01784348487854,21.340783691406273
2014,1,1,15,30,328,0.808570146560669,19.940942382812523
2014,1,1,16,0,241,0.5992968678474426,18.541131591796898
