Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,890540,-,-,-,41.89,-87.62,-6,179,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,GHI,Wind Speed,Temperature
2006,1,1,0,0,0,3.4127144813537598,-1.6958374023437273
2006,1,1,0,30,0,3.175734519958496,-1.7449401855468523
2006,1,1,1,0,0,2.9387547969818115,-1.7940429687499773
2006,1,1,1,30,0,3.0184309482574463,-1.7815002441406023
2006,1,1,2,0,0,3.098107099533081,-1.7689270019531023
2006,1,1,2,30,0,3.3028643131256104,-1.7464355468749773
2006,1,1,3,0,0,3.5076215267181396,-1.7239440917968523
2006,1,1,3,30,0,3.6260814666748047,-1.6958374023437273
2006,1,1,4,0,0,3.7445411682128906,-1.6677307128906023
2006,1,1,4,30,0,3.952069044113159,-1.6881774902343523
2006,1,1,5,0,0,4.159596920013428,-1.7086242675781023
2006,1,1,5,30,0,4.565306186676025,-1.7576965332031023
2006,1,1,6,0,0,4.971015453338623,-1.8067687988281023
2006,1,1,6,30,0,5.315103530883789,-1.7464355468749773
2006,1,1,7,0,0,5.659191131591797,-1.6861022949218523
2006,1,1,7,30,4,5.906037330627441,-1.3431762695312273
2006,1,1,8,0,38,6.152884006500244,-1.0002502441406023
2006,1,1,8,30,79,6.244814395904541,-0.44437255859372726
2006,1,1,9,0,172,6.336744785308838,0.11147460937502274
2006,1,1,9,30,221,6.480657577514648,0.7004333496093977
2006,1,1,10,0,189,6.624570369720459,1.2894226074218977
2006,1,1,10,30,282,6.830296993255615,1.7320495605468977
2006,1,1,11,0,289,7.0360236167907715,2.1746765136718977
2006,1,1,11,30,314,7.21290922164917,2.5476318359375227
2006,1,1,12,0,227,7.389794826507568,2.9205871582031477
2006,1,1,12,30,148,7.545783996582031,3.1166015625000227
2006,1,1,13,0,186,7.701773643493652,3.3126159667968977
2006,1,1,13,30,184,7.898250102996826,3.3528381347656477
2006,1,1,14,0,119,8.0947265625,3.3930603027343977
2006,1,1,14,30,79,8.22650146484375,3.3723388671875227
2006,1,1,15,0,45,8.358277320861816,3.3516174316406477
2006,1,1,15,30,28,8.377830505371094,3.3015075683593977
2006,1,1,16,0,14,8.397382736206055,3.2513977050781477
2006,1,1,16,30,0,8.32548999786377,3.3150878906250227
2006,1,1,17,0,0,8.253597259521484,3.3787780761718977
