Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,313293,-,-,-,33.41,-111.94,-7,361,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,GHI,Wind Speed,Temperature
2013,1,1,0,0,0,1.3023008108139038,2.4781738281250227
2013,1,1,0,30,0,1.105068564414978,2.2461791992187727
2013,1,1,1,0,0,0.9078362584114075,2.0142150878906477
2013,1,1,1,30,0,0.8362388610839844,1.8126464843750227
2013,1,1,2,0,0,0.764641523361206,1.6110778808593977
2013,1,1,2,30,0,0.8459358215332031,1.4434448242187727
2013,1,1,3,0,0,0.927230179309845,1.2758422851562727
2013,1,1,3,30,0,1.038826584815979,1.1278625488281477
2013,1,1,4,0,0,1.1504229307174683,0.9798828125000227
2013,1,1,4,30,0,1.3293057680130005,0.8518615722656477
2013,1,1,5,0,0,1.5081886053085327,0.7238708496093977
2013,1,1,5,30,0,1.7392256259918213,0.6123291015625227
2013,1,1,6,0,0,1.9702625274658203,0.5007873535156477
2013,1,1,6,30,0,2.20863676071167,0.5213256835937727
2013,1,1,7,0,0,2.4470112323760986,0.5418640136718977
2013,1,1,7,30,0,2.6167092323303223,1.8430419921875227
2013,1,1,8,0,54,2.786407470703125,3.1442199707031477
2013,1,1,8,30,142,2.623936414718628,4.522302246093773
2013,1,1,9,0,235,2.461465358734131,5.900354003906273
2013,1,1,9,30,323,2.3130507469177246,7.521966552734398
2013,1,1,10,0,255,2.1646363735198975,9.143548583984398
2013,1,1,10,30,472,2.0054514408111572,10.154016113281273
2013,1,1,11,0,527,1.8462663888931274,11.164514160156273
2013,1,1,11,30,568,1.7650067806243896,11.770715332031273
2013,1,1,12,0,593,1.6837472915649414,12.376885986328148
2013,1,1,12,30,602,1.6460061073303223,12.686761474609398
2013,1,1,13,0,594,1.6082649230957031,12.996636962890648
2013,1,1,13,30,571,1.5369248390197754,13.001733398437523
2013,1,1,14,0,531,1.4655848741531372,13.006799316406273
2013,1,1,14,30,477,1.3672800064086914,12.554986572265648
2013,1,1,15,0,409,1.268975019454956,12.103173828125023
2013,1,1,15,30,174,1.0635226964950562,11.127374267578148
2013,1,1,16,0,242,0.858070433139801,10.151574707031273
2013,1,1,16,30,150,0.7899878025054932,8.997949218750023
2013,1,1,17,0,62,0.7219051122665405,7.844323730468773
2013,1,1,17,30,0,0.966782808303833,7.496392822265648
2013,1,1,18,0,0,1.2116605043411255,7.148492431640648
2013,1,1,18,30,0,1.554508090019226,6.850793457031273
2013,1,1,19,0,0,1.8973556756973267,6.553094482421898
2013,1,1,19,30,0,2.340986728668213,6.253045654296898
2013,1,1,20,0,0,2.7846179008483887,5.952996826171898
2013,1,1,20,30,0,3.2018215656280518,5.579278564453148
2013,1,1,21,0,0,3.619025230407715,5.205560302734398
2013,1,1,21,30,0,3.8879804611206055,4.697351074218773
2013,1,1,22,0,0,4.156935691833496,4.189141845703148
2013,1,1,22,30,0,4.298033714294434,3.7921997070312727
2013,1,1,23,0,0,4.439132213592529,3.3952880859375227
2013,1,1,23,30,0,4.49871301651001,3.0665527343750227
2013,1,2,0,0,0,4.55829381942749,2.7378173828125227
2013,1,2,0,30,0,4.576169967651367,2.4079833984375227
2013,1,2,1,0,0,4.594045639038086,2.0781494140625227
2013,1,2,1,30,0,4.564002990722656,1.8861633300781477
2013,1,2,2,0,0,4.533960819244385,1.6941772460937727
2013,1,2,2,30,0,4.52072811126709,1.6136718750000227
2013,1,2,3,0,0,4.507495403289795,1.5331665039062727
2013,1,2,3,30,0,4.513232707977295,1.4708190917968977
2013,1,2,4,0,0,4.518970012664795,1.4085021972656477
2013,1,2,4,30,0,4.531704902648926,1.3341003417968977
2013,1,2,5,0,0,4.544439792633057,1.2597290039062727
2013,1,2,5,30,0,4.545964241027832,1.1696411132812727
2013,1,2,6,0,0,4.547489166259766,1.0795532226562727
2013,1,2,6,30,0,4.536167144775391,1.0545288085937727
2013,1,2,7,0,0,4.524845600128174,1.0295043945312727
2013,1,2,7,30,0,4.432905197143555,1.9009338378906477
2013,1,2,8,0,56,4.3409647941589355,2.7723632812500227
2013,1,2,8,30,146,4.076827526092529,4.551385498046898
2013,1,2,9,0,242,3.812690019607544,6.330438232421898
2013,1,2,9,30,332,3.6408004760742188,8.551599121093773
2013,1,2,10,0,414,3.4689109325408936,10.772760009765648
2013,1,2,10,30,485,3.3261523246765137,12.382714843750023
2013,1,2,11,0,542,3.1833934783935547,13.992700195312523
2013,1,2,11,30,584,2.9986557960510254,14.955316162109398
2013,1,2,12,0,610,2.813918113708496,15.917932128906273
2013,1,2,12,30,619,2.616255283355713,16.399713134765648
2013,1,2,13,0,612,2.418592691421509,16.881524658203148
2013,1,2,13,30,588,2.1668033599853516,16.929315185546898
2013,1,2,14,0,548,1.9150142669677734,16.977105712890648
2013,1,2,14,30,493,1.6952085494995117,16.504510498046898
2013,1,2,15,0,424,1.4754029512405396,16.031915283203148
2013,1,2,15,30,343,1.3679654598236084,14.741052246093773
2013,1,2,16,0,253,1.2605278491973877,13.450219726562523
2013,1,2,16,30,159,1.5002846717834473,11.838464355468773
2013,1,2,17,0,67,1.7400413751602173,10.226708984375023
2013,1,2,17,30,0,2.0956625938415527,9.724023437500023
2013,1,2,18,0,0,2.4512836933135986,9.221307373046898
2013,1,2,18,30,0,2.767709255218506,8.734368896484398
2013,1,2,19,0,0,3.084135055541992,8.247430419921898
2013,1,2,19,30,0,3.4182143211364746,7.675317382812523
2013,1,2,20,0,0,3.752293348312378,7.103204345703148
2013,1,2,20,30,0,4.0174760818481445,6.516259765625023
2013,1,2,21,0,0,4.282658576965332,5.929315185546898
2013,1,2,21,30,0,4.4202117919921875,5.455346679687523
2013,1,2,22,0,0,4.557764530181885,4.981378173828148
2013,1,2,22,30,0,4.625873565673828,4.646386718750023
2013,1,2,23,0,0,4.6939826011657715,4.311395263671898
2013,1,2,23,30,0,4.7477874755859375,4.036370849609398
2013,1,3,0,0,0,4.801591873168945,3.7613464355468977
2013,1,3,0,30,0,4.837069511413574,3.5685058593750227
2013,1,3,1,0,0,4.872547149658203,3.3756652832031477
2013,1,3,1,30,0,4.847711563110352,3.3105102539062727
2013,1,3,2,0,0,4.822875499725342,3.2453552246093977
2013,1,3,2,30,0,4.809642791748047,3.2509704589843977
2013,1,3,3,0,0,4.79641056060791,3.2565856933593977
2013,1,3,3,30,0,4.775849342346191,3.2346435546875227
2013,1,3,4,0,0,4.7552876472473145,3.2127014160156477
2013,1,3,4,30,0,4.7432146072387695,3.1706176757812727
2013,1,3,5,0,0,4.731142044067383,3.1285339355468977
2013,1,3,5,30,0,4.730640411376953,3.0732666015625227
2013,1,3,6,0,0,4.730138301849365,3.0180297851562727
2013,1,3,6,30,0,4.728429794311523,3.0428405761718977
2013,1,3,7,0,0,4.726721286773682,3.0676818847656477
2013,1,3,7,30,0,4.682011127471924,3.9657226562500227
2013,1,3,8,0,55,4.637300968170166,4.863732910156273
2013,1,3,8,30,144,4.423780918121338,6.420983886718773
2013,1,3,9,0,239,4.21026086807251,7.978204345703148
2013,1,3,9,30,329,4.135132789611816,9.915399169921898
2013,1,3,10,0,411,4.060004234313965,11.852593994140648
2013,1,3,10,30,481,3.8712100982666016,13.306054687500023
2013,1,3,11,0,538,3.682415723800659,14.759515380859398
2013,1,3,11,30,581,3.4175429344177246,15.604577636718773
2013,1,3,12,0,607,3.152669906616211,16.449609375000023
2013,1,3,12,30,616,2.918769359588623,16.776330566406273
2013,1,3,13,0,609,2.684868812561035,17.103051757812523
2013,1,3,13,30,585,2.5567593574523926,17.014459228515648
2013,1,3,14,0,546,2.428649663925171,16.925866699218773
2013,1,3,14,30,491,2.2998976707458496,16.434503173828148
2013,1,3,15,0,422,2.1711456775665283,15.943170166015648
2013,1,3,15,30,342,2.020142078399658,14.756707763671898
2013,1,3,16,0,253,1.8691385984420776,13.570245361328148
2013,1,3,16,30,159,1.8367456197738647,12.003076171875023
2013,1,3,17,0,68,1.8043526411056519,10.435906982421898
2013,1,3,17,30,0,2.05991530418396,9.967919921875023
2013,1,3,18,0,0,2.3154780864715576,9.499902343750023
2013,1,3,18,30,0,2.613953113555908,9.118005371093773
2013,1,3,19,0,0,2.912428379058838,8.736077880859398
2013,1,3,19,30,0,3.214750289916992,8.364678955078148
2013,1,3,20,0,0,3.5170719623565674,7.993249511718773
2013,1,3,20,30,0,3.7768983840942383,7.568994140625023
