Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,890540,-,-,-,41.89,-87.62,-6,179,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,GHI,Wind Speed,Temperature
2010,1,1,0,0,0,7.845911026000977,-11.813818359374977
2010,1,1,0,30,0,7.928187370300293,-12.030249023437477
2010,1,1,1,0,0,8.01046371459961,-12.246649169921852
2010,1,1,1,30,0,7.982370376586914,-12.427832031249977
2010,1,1,2,0,0,7.9542765617370605,-12.609014892578102
2010,1,1,2,30,0,7.741456031799316,-12.687109374999977
2010,1,1,3,0,0,7.528635501861572,-12.765234374999977
2010,1,1,3,30,0,7.3818206787109375,-12.832525634765602
2010,1,1,4,0,0,7.2350053787231445,-12.899816894531227
2010,1,1,4,30,0,7.224353790283203,-13.012945556640602
2010,1,1,5,0,0,7.21370267868042,-13.126043701171852
2010,1,1,5,30,0,7.140348434448242,-13.275366210937477
2010,1,1,6,0,0,7.066993713378906,-13.424658203124977
2010,1,1,6,30,0,6.883127689361572,-13.545233154296852
2010,1,1,7,0,0,6.699261665344238,-13.665808105468727
2010,1,1,7,30,6,6.4897003173828125,-13.483923339843727
2010,1,1,8,0,48,6.280138969421387,-13.302038574218727
2010,1,1,8,30,100,6.136793613433838,-12.805120849609352
2010,1,1,9,0,145,5.993448257446289,-12.308233642578102
2010,1,1,9,30,154,6.015143394470215,-11.774969482421852
2010,1,1,10,0,203,6.036838531494141,-11.241674804687477
2010,1,1,10,30,229,6.098184108734131,-10.846105957031227
2010,1,1,11,0,277,6.159529685974121,-10.450506591796852
