Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,312952,-,-,-,33.45,-111.94,-7,378,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Precipitable Water,Wind Direction,Wind Speed
2001,1,1,0,0,0,0,0,-5.255621337890602,10.038568115234398,956.1423950195312,33.66651153564453,6.375248432159424,55.47236251831055,2.660923480987549
2001,1,1,0,30,0,0,0,-5.721075439453102,9.681451416015648,956.3831787109375,33.284454345703125,6.414187431335449,55.47236251831055,2.6824774742126465
2001,1,1,1,0,0,0,0,-6.202124023437477,9.324365234375023,956.6240234375,32.86512756347656,6.453126907348633,63.54844665527344,2.704031229019165
2001,1,1,1,30,0,0,0,-5.967687988281227,8.856561279296898,956.9092407226562,34.52968215942383,6.515852928161621,63.54844665527344,2.776867389678955
2001,1,1,2,0,0,0,0,-5.736761474609352,8.388757324218773,957.1944580078125,36.27190017700195,6.578579425811768,70.00042724609375,2.849703788757324
2001,1,1,2,30,0,0,0,-6.139868164062477,7.990899658203148,957.42578125,36.13738250732422,6.63273286819458,70.00042724609375,3.0459485054016113
2001,1,1,3,0,0,0,0,-6.554785156249977,7.593041992187523,957.6571655273438,35.970218658447266,6.686886787414551,69.20854949951172,3.2421932220458984
2001,1,1,3,30,0,0,0,-6.492193603515602,7.344140625000023,957.6331176757812,36.76237487792969,6.683831214904785,69.20854949951172,3.4971556663513184
2001,1,1,4,0,0,0,0,-6.429846191406227,7.095239257812523,957.6090698242188,37.572357177734375,6.6807756423950195,66.04469299316406,3.752117872238159
2001,1,1,4,30,0,0,0,-6.452642822265602,6.813592529296898,957.995361328125,38.23796081542969,6.63719367980957,66.04469299316406,3.917663097381592
