Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,312952,-,-,-,33.45,-111.94,-7,378,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Precipitable Water,Wind Direction,Wind Speed
2007,1,1,0,0,0,0,0,-6.180364990234352,7.825433349609398,954.4051513671875,36.43362045288086,7.19269323348999,83.82389068603516,2.331057548522949
2007,1,1,0,30,0,0,0,-5.977239990234352,7.713067626953148,954.119140625,37.2868537902832,7.22189474105835,83.82389068603516,2.4155566692352295
2007,1,1,1,0,0,0,0,-5.776922607421852,7.600732421875023,953.8331909179688,38.15098571777344,7.251096248626709,91.16214752197266,2.5000557899475098
2007,1,1,1,30,0,0,0,-5.473120117187477,7.345788574218773,953.6251831054688,39.72738265991211,7.221582412719727,91.16214752197266,2.4558427333831787
2007,1,1,2,0,0,0,0,-5.175482177734352,7.090875244140648,953.4171752929688,41.34864044189453,7.192068099975586,88.67564392089844,2.4116296768188477
2007,1,1,2,30,0,0,0,-4.936407470703102,6.834924316406273,953.3314208984375,42.84814453125,7.270266056060791,88.67564392089844,2.3585190773010254
2007,1,1,3,0,0,0,0,-4.701086425781227,6.578973388671898,953.2456665039062,44.38945770263672,7.348464012145996,80.71537017822266,2.305408239364624
2007,1,1,3,30,0,0,0,-4.540411376953102,6.404748535156273,953.1810302734375,45.471954345703125,7.50973653793335,80.71537017822266,2.2891898155212402
2007,1,1,4,0,0,0,0,-4.381445312499977,6.230523681640648,953.1163330078125,46.574913024902344,7.671008586883545,73.44559478759766,2.2729716300964355
2007,1,1,4,30,0,0,0,-4.275152587890602,6.123925781250023,953.165771484375,47.29496383666992,7.936839580535889,73.44559478759766,2.3007519245147705
2007,1,1,5,0,0,0,0,-4.169592285156227,6.017358398437523,953.2152099609375,48.023399353027344,8.202670097351074,69.9901351928711,2.3285322189331055
2007,1,1,5,30,0,0,0,-4.065283203124977,6.091119384765648,953.3229370117188,48.1549186706543,8.469644546508789,69.9901351928711,2.4226155281066895
2007,1,1,6,0,0,0,0,-3.9616760253906023,6.164849853515648,953.4306640625,48.28416061401367,8.736618995666504,71.96566009521484,2.5166988372802734
2007,1,1,6,30,0,0,0,-3.8585876464843523,6.186914062500023,953.5232543945312,48.58449172973633,8.902716636657715,71.96566009521484,2.645839214324951
2007,1,1,7,0,0,0,0,-3.7561706542968523,6.208978271484398,953.6158447265625,48.8838996887207,9.068814277648926,76.99842071533203,2.774979829788208
2007,1,1,7,30,0,0,0,-3.7406677246093523,6.725457763671898,953.8086547851562,47.231964111328125,9.208168983459473,76.99842071533203,2.782116174697876
2007,1,1,8,0,26,220,43,-3.7252868652343523,7.241906738281273,954.00146484375,45.64215087890625,9.347522735595703,80.5933609008789,2.789252519607544
2007,1,1,8,30,48,399,114,-3.6953796386718523,8.167443847656273,954.2931518554688,42.94889450073242,9.40703010559082,80.5933609008789,2.600902557373047
2007,1,1,9,0,55,695,228,-3.6659606933593523,9.092950439453148,954.5848388671875,40.43183135986328,9.466537475585938,82.6152114868164,2.4125523567199707
2007,1,1,9,30,63,776,315,-3.6363891601562273,10.348077392578148,954.5628662109375,37.25078201293945,9.424558639526367,82.6152114868164,2.107072591781616
2007,1,1,10,0,69,831,395,-3.6078552246093523,11.603204345703148,954.5408325195312,34.34577178955078,9.382580757141113,87.83350372314453,1.8015928268432617
2007,1,1,10,30,74,870,464,-3.6424926757812273,13.543298339843773,954.21875,30.165422439575195,9.233607292175293,87.83350372314453,1.4367413520812988
2007,1,1,11,0,78,896,519,-3.6798461914062273,15.483392333984398,953.8966064453125,26.5390625,9.084633827209473,94.07579040527344,1.071889877319336
2007,1,1,11,30,80,914,561,-3.8628601074218523,16.558831787109398,953.2388916015625,24.441532135009766,8.879082679748535,94.07579040527344,0.7118635177612305
2007,1,1,12,0,81,925,587,-4.048498535156227,17.634240722656273,952.5811767578125,22.517637252807617,8.673531532287598,107.71346282958984,0.3518372178077698
2007,1,1,12,30,82,929,596,-4.279486083984352,17.874108886718773,952.2261962890625,21.798702239990234,8.531362533569336,107.71346282958984,0.2799200415611267
2007,1,1,13,0,82,927,589,-4.513830566406227,18.113946533203148,951.8711547851562,21.09731674194336,8.389193534851074,196.2916259765625,0.20800288021564484
2007,1,1,13,30,80,918,565,-4.698950195312477,17.939843750000023,951.652587890625,21.034029006958008,8.3546781539917,196.2916259765625,0.30779263377189636
2007,1,1,14,0,78,902,526,-4.886358642578102,17.765771484375023,951.4340209960938,20.967056274414062,8.32016372680664,173.62648010253906,0.4075824022293091
2007,1,1,14,30,75,877,472,-4.957525634765602,17.156121826171898,951.4736938476562,21.67280387878418,8.385250091552734,173.62648010253906,0.5258039832115173
2007,1,1,15,0,70,840,404,-5.029486083984352,16.546472167968773,951.5133666992188,22.404966354370117,8.450337409973145,155.78829956054688,0.6440255641937256
2007,1,1,15,30,64,787,325,-4.022161865234352,15.295526123046898,951.507080078125,26.181089401245117,8.544013023376465,155.78829956054688,0.7248488664627075
2007,1,1,16,0,56,708,237,-3.0767578124999773,14.044580078125023,951.5008544921875,30.457374572753906,8.637688636779785,156.39234924316406,0.8056721091270447
2007,1,1,16,30,44,586,146,-3.4338134765624773,12.401147460937523,951.742919921875,33.01385498046875,8.762523651123047,156.39234924316406,0.7941482067108154
2007,1,1,17,0,27,376,59,-3.8025573730468523,10.757745361328148,951.9849243164062,35.80033493041992,8.887358665466309,159.3117218017578,0.7826242446899414
2007,1,1,17,30,0,0,0,-4.217840576171852,10.261865234375023,952.3824462890625,35.86865234375,9.041203498840332,159.3117218017578,0.6591270565986633
2007,1,1,18,0,0,0,0,-4.645727539062477,9.765954589843773,952.7799072265625,35.90384292602539,9.195047378540039,118.83411407470703,0.5356298685073853
2007,1,1,18,30,0,0,0,-4.620031738281227,9.412957763671898,953.1075439453125,36.83586883544922,9.391965866088867,118.83411407470703,0.7897305488586426
