Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,312952,-,-,-,33.45,-111.94,-7,378,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Precipitable Water,Wind Direction,Wind Speed
2006,1,1,0,0,0,0,0,1.3422485351562727,10.013848876953148,951.24755859375,54.84539794921875,12.545483589172363,261.5716552734375,3.211095094680786
2006,1,1,0,30,0,0,0,1.4557434082031477,9.665307617187523,951.3766479492188,56.59956359863281,12.008378028869629,261.5716552734375,3.066709518432617
2006,1,1,1,0,0,0,0,1.5684448242187727,9.316766357421898,951.5057373046875,58.409828186035156,11.471273422241211,267.8652648925781,2.922323703765869
2006,1,1,1,30,0,0,0,1.6364074707031477,8.936212158203148,951.8417358398438,60.21880340576172,11.239707946777344,267.8652648925781,2.6715309619903564
2006,1,1,2,0,0,0,0,1.7040649414062727,8.555627441406273,952.177734375,62.0872802734375,11.008143424987793,283.421630859375,2.4207382202148438
2006,1,1,2,30,0,0,0,1.7194458007812727,8.208489990234398,952.2041625976562,63.63496780395508,10.810749053955078,283.421630859375,2.1143486499786377
2006,1,1,3,0,0,0,0,1.7347351074218977,7.861322021484398,952.2305908203125,65.22528839111328,10.61335563659668,309.21441650390625,1.8079590797424316
2006,1,1,3,30,0,0,0,1.7139831542968977,7.592462158203148,952.262451171875,66.33232879638672,10.408822059631348,309.21441650390625,1.6118838787078857
2006,1,1,4,0,0,0,0,1.6931396484375227,7.323602294921898,952.2942504882812,67.46044921875,10.2042875289917,349.12481689453125,1.4158087968826294
2006,1,1,4,30,0,0,0,1.6600891113281477,7.151544189453148,952.3616943359375,68.09777069091797,9.984583854675293,349.12481689453125,1.4233999252319336
