Local Time,JD,Ambient (°F),Temp(°C),WS(m/s),Exponential,E (W/m²)
11:15:00 AM,209,83.2,28.44444,3.12,0.022505,328
11:45:00 AM,209,84.1,28.94444,3.16,0.022438,300.5
2:00:00 PM,209,86.4,30.22222,2.46,0.023647,475.2
2:15:00 PM,209,87,30.55556,1.94,0.024588,397.5
2:30:00 PM,209,87.5,30.83333,2.32,0.023897,374.5
2:45:00 PM,209,87.7,30.94444,2.44,0.023683,308.3
3:30:00 PM,209,87.1,30.61111,3.36,0.022104,306.5
3:45:00 PM,209,87.5,30.83333,3.36,0.022104,372
4:30:00 PM,209,88,31.11111,2.95,0.022794,380.7
4:45:00 PM,209,88.7,31.5,2.81,0.023035,457.7
5:00:00 PM,209,88.6,31.44444,3.11,0.022522,585.3
5:15:00 PM,209,89.3,31.83333,3.22,0.022337,746
5:30:00 PM,209,89,31.66667,3.22,0.022337,673.8
5:45:00 PM,209,89.7,32.05556,3.18,0.022404,665.2
6:00:00 PM,209,90,32.22222,2.22,0.024077,442
6:15:00 PM,209,90.2,32.33333,1.84,0.024773,362.9
12:00:00 AM,210,0,0,0,0,0
9:00:00 AM,211,83,28.33333,0.36,0.027681,619.4
9:15:00 AM,211,83.8,28.77778,0.6,0.027187,728
9:30:00 AM,211,84.4,29.11111,0.96,0.026463,872
9:45:00 AM,211,84.8,29.33333,1.12,0.026148,898
10:00:00 AM,211,85.4,29.66667,1.49,0.025432,900
10:15:00 AM,211,86.5,30.27778,0.84,0.026702,858
10:30:00 AM,211,86.4,30.22222,1.63,0.025166,888
10:45:00 AM,211,86.8,30.44444,2.37,0.023808,890
11:00:00 AM,211,87,30.55556,1.42,0.025566,897
11:15:00 AM,211,87.5,30.83333,0.5,0.027392,884
11:30:00 AM,211,89.2,31.77778,1.17,0.02605,780
11:45:00 AM,211,87.8,31,2.06,0.024368,790
12:00:00 PM,211,88.5,31.38889,2.03,0.024423,888
12:15:00 PM,211,89.9,32.16667,1.33,0.025739,876
12:30:00 PM,211,90.1,32.27778,1.66,0.02511,885
12:45:00 PM,211,90.6,32.55556,1.99,0.024496,887
1:00:00 PM,211,92.1,33.38889,3.06,0.022607,894
1:15:00 PM,211,92.9,33.83333,2.88,0.022914,902
1:30:00 PM,211,93,33.88889,2.88,0.022914,904
1:45:00 PM,211,93.1,33.94444,2.24,0.024041,898
2:00:00 PM,211,92,33.33333,2,0.024478,892
2:15:00 PM,211,92.9,33.83333,1.96,0.024551,904
2:30:00 PM,211,91.9,33.27778,1.4,0.025604,906
2:45:00 PM,211,93.3,34.05556,2.38,0.02379,909
3:00:00 PM,211,93.2,34,1.6,0.025223,890
3:15:00 PM,211,91.7,33.16667,1.76,0.024922,892
3:30:00 PM,211,92.4,33.55556,1.72,0.024997,898
3:45:00 PM,211,94.7,34.83333,1.52,0.025375,899
4:00:00 PM,211,94.4,34.66667,1.71,0.025016,922
4:15:00 PM,211,93.8,34.33333,1.25,0.025894,898
4:30:00 PM,211,95.3,35.16667,1.89,0.02468,803
4:45:00 PM,211,95.7,35.38889,1.85,0.024754,854
5:00:00 PM,211,95.1,35.05556,2.29,0.023951,825
5:15:00 PM,211,96.2,35.66667,2.12,0.024258,852
5:30:00 PM,211,95.6,35.33333,1.46,0.025489,605.4
5:45:00 PM,211,94.3,34.61111,1.07,0.026246,384
7:30:00 AM,212,83.6,28.66667,1.59,0.025242,326.5
8:00:00 AM,212,86.3,30.16667,0,0.028439,373.3
8:15:00 AM,212,87.5,30.83333,0.02,0.028396,557.5
8:45:00 AM,212,87.9,31.05556,0.22,0.027973,647.9
9:00:00 AM,212,88.9,31.61111,0.17,0.028079,461.6
9:15:00 AM,212,88.1,31.16667,0.2,0.028015,741
9:30:00 AM,212,90.1,32.27778,0.25,0.027911,621.4
9:45:00 AM,212,90.6,32.55556,0.62,0.027147,787
10:00:00 AM,212,92.9,33.83333,0.38,0.02764,894
10:15:00 AM,212,92.1,33.38889,0.45,0.027495,813
10:30:00 AM,212,93.2,34,1.02,0.026344,843
10:45:00 AM,212,93.3,34.05556,0.79,0.026803,893
11:00:00 AM,212,94.3,34.61111,0.33,0.027744,885
11:15:00 AM,212,94.8,34.88889,0.18,0.028057,841
11:30:00 AM,212,96.3,35.72222,0.5,0.027392,901
11:45:00 AM,212,93.8,34.33333,1.51,0.025394,892
12:00:00 PM,212,93.9,34.38889,1.62,0.025185,862
12:15:00 PM,212,94.9,34.94444,0.82,0.026743,877
12:30:00 PM,212,95.9,35.5,1.49,0.025432,843
12:45:00 PM,212,94.8,34.88889,1.95,0.024569,910
1:00:00 PM,212,96,35.55556,1.24,0.025913,924
1:15:00 PM,212,96.5,35.83333,1.23,0.025933,909
1:30:00 PM,212,97.3,36.27778,1.84,0.024773,905
1:45:00 PM,212,97.6,36.44444,2.24,0.024041,878
2:00:00 PM,212,97.2,36.22222,1.24,0.025913,893
2:15:00 PM,212,100,37.77778,2.2,0.024113,912
2:30:00 PM,212,98.9,37.16667,1.91,0.024643,933
2:45:00 PM,212,99.1,37.27778,2.13,0.02424,954
3:00:00 PM,212,100.2,37.88889,1.66,0.02511,666.7
3:15:00 PM,212,98.4,36.88889,2.06,0.024368,517.6
3:30:00 PM,212,98.8,37.11111,2.26,0.024005,454.7
3:45:00 PM,212,98.5,36.94444,2.24,0.024041,448.9
4:00:00 PM,212,98.7,37.05556,2.65,0.023313,405.8
4:15:00 PM,212,98.2,36.77778,2.87,0.022931,328
10:15:00 AM,213,80,26.66667,0.98,0.026424,411.5
10:30:00 AM,213,80.3,26.83333,2,0.024478,441
10:45:00 AM,213,80.4,26.88889,3.02,0.022675,378.1
11:00:00 AM,213,80.8,27.11111,2.82,0.023018,370.1
11:15:00 AM,213,81.2,27.33333,2.83,0.023,363.2
11:30:00 AM,213,81.9,27.72222,2.53,0.023524,388.8
11:45:00 AM,213,82.9,28.27778,2.07,0.024349,672.5
12:00:00 PM,213,84.5,29.16667,1.36,0.025681,926
12:15:00 PM,213,85.3,29.61111,1.06,0.026265,964
12:30:00 PM,213,85.6,29.77778,0.98,0.026424,720
12:45:00 PM,213,86.1,30.05556,1.3,0.025797,817
1:00:00 PM,213,86.7,30.38889,1.16,0.026069,868
1:15:00 PM,213,88.2,31.22222,0.7,0.026984,925
1:30:00 PM,213,88.7,31.5,0.83,0.026722,896
1:45:00 PM,213,89.8,32.11111,0.84,0.026702,882
2:00:00 PM,213,91.8,33.22222,0.91,0.026563,807
2:15:00 PM,213,91.2,32.88889,0.92,0.026543,846
2:30:00 PM,213,90.7,32.61111,1,0.026384,664.3
2:45:00 PM,213,91.9,33.27778,1.31,0.025778,619.4
3:00:00 PM,213,91,32.77778,1.62,0.025185,518.6
3:15:00 PM,213,90.5,32.5,2.62,0.023365,650.8
3:30:00 PM,213,90.4,32.44444,1.65,0.025129,623.5
3:45:00 PM,213,91.9,33.27778,1.25,0.025894,768
4:00:00 PM,213,90.8,32.66667,1.73,0.024978,901
4:15:00 PM,213,90.7,32.61111,1.97,0.024533,843
4:30:00 PM,213,90.7,32.61111,1.54,0.025337,869
4:45:00 PM,213,90.2,32.33333,2.33,0.023879,849
5:00:00 PM,213,91.4,33,1.83,0.024792,767
5:15:00 PM,213,91.6,33.11111,1.4,0.025604,837
5:30:00 PM,213,90.9,32.72222,2.03,0.024423,705
5:45:00 PM,213,91.1,32.83333,0.85,0.026682,404.9
6:00:00 PM,213,90,32.22222,1.2,0.025991,349.7
6:15:00 PM,213,90,32.22222,1.2,0.025991,369.3
7:15:00 AM,214,82.1,27.83333,0.3,0.027806,372.5
7:30:00 AM,214,82.5,28.05556,0.65,0.027086,492.8
7:45:00 AM,214,82.2,27.88889,1.46,0.025489,597.8
8:00:00 AM,214,84.4,29.11111,0.29,0.027827,704
8:15:00 AM,214,85.2,29.55556,0.45,0.027495,787
8:30:00 AM,214,85.9,29.94444,0.28,0.027848,819
8:45:00 AM,214,87.1,30.61111,0.29,0.027827,842
9:00:00 AM,214,87.5,30.83333,0.27,0.027869,861
9:15:00 AM,214,87.3,30.72222,0.46,0.027474,875
9:30:00 AM,214,87.8,31,0.43,0.027536,885
9:45:00 AM,214,89.7,32.05556,0.84,0.026702,893
10:00:00 AM,214,89.9,32.16667,0.79,0.026803,902
10:15:00 AM,214,90,32.22222,0.82,0.026743,905
10:30:00 AM,214,91.1,32.83333,1.12,0.026148,910
10:45:00 AM,214,91.8,33.22222,0.6,0.027187,908
11:00:00 AM,214,92.6,33.66667,1,0.026384,908
11:15:00 AM,214,92.2,33.44444,0.75,0.026883,904
11:30:00 AM,214,93.7,34.27778,1.22,0.025952,896
11:45:00 AM,214,93.3,34.05556,1.66,0.02511,907
12:00:00 PM,214,94.6,34.77778,0.66,0.027065,900
12:15:00 PM,214,94,34.44444,1.36,0.025681,889
12:30:00 PM,214,94.5,34.72222,2.24,0.024041,892
12:45:00 PM,214,95,35,2.66,0.023295,901
1:00:00 PM,214,94.9,34.94444,1.64,0.025147,899
1:15:00 PM,214,97.2,36.22222,2.52,0.023541,905
1:30:00 PM,214,96.6,35.88889,2.2,0.024113,914
1:45:00 PM,214,96.4,35.77778,1.92,0.024625,914
2:00:00 PM,214,97.1,36.16667,2.38,0.02379,904
2:15:00 PM,214,98.8,37.11111,1.87,0.024717,909
2:30:00 PM,214,98.4,36.88889,2.35,0.023843,912
2:45:00 PM,214,98.4,36.88889,1.98,0.024514,912
3:00:00 PM,214,97.8,36.55556,3.2,0.022371,916
3:15:00 PM,214,99.2,37.33333,1.95,0.024569,918
3:30:00 PM,214,99.1,37.27778,2.41,0.023736,910
3:45:00 PM,214,99.2,37.33333,1.55,0.025318,902
4:00:00 PM,214,98.6,37,2.43,0.023701,896
4:15:00 PM,214,99.5,37.5,1.74,0.02496,890
4:30:00 PM,214,98.8,37.11111,1.84,0.024773,878
4:45:00 PM,214,98.7,37.05556,1.75,0.024941,856
5:00:00 PM,214,98.4,36.88889,2.04,0.024404,839
5:15:00 PM,214,98.9,37.16667,1.87,0.024717,783
5:30:00 PM,214,97.6,36.44444,1.51,0.025394,693.1
5:45:00 PM,214,97.8,36.55556,1.75,0.024941,595.9
6:00:00 PM,214,97,36.11111,1.93,0.024606,494.7
6:15:00 PM,214,96.3,35.72222,1.58,0.025261,394.9
7:15:00 AM,215,83.7,28.72222,0.47,0.027454,390.8
7:30:00 AM,215,84.7,29.27778,0.99,0.026404,493.6
7:45:00 AM,215,85.9,29.94444,0.74,0.026903,603
8:00:00 AM,215,87.3,30.72222,0.19,0.028036,712
8:15:00 AM,215,88,31.11111,0.43,0.027536,802
8:30:00 AM,215,88.8,31.55556,0.34,0.027723,836
8:45:00 AM,215,89.9,32.16667,0.57,0.027249,863
9:00:00 AM,215,89.9,32.16667,0.63,0.027126,879
9:15:00 AM,215,91.7,33.16667,0.38,0.02764,894
9:30:00 AM,215,92.4,33.55556,0.45,0.027495,903
9:45:00 AM,215,92.6,33.66667,0.46,0.027474,909
10:00:00 AM,215,93.3,34.05556,0.69,0.027005,911
10:15:00 AM,215,94.3,34.61111,0.72,0.026944,918
10:30:00 AM,215,94,34.44444,0.85,0.026682,919
10:45:00 AM,215,95.8,35.44444,0.55,0.02729,918
11:00:00 AM,215,96.4,35.77778,1,0.026384,914
11:15:00 AM,215,96.3,35.72222,1.09,0.026206,915
11:30:00 AM,215,97.4,36.33333,0.75,0.026883,915
11:45:00 AM,215,96.9,36.05556,1.57,0.02528,910
12:00:00 PM,215,97.8,36.55556,0.88,0.026622,907
12:15:00 PM,215,98.2,36.77778,0.99,0.026404,912
12:30:00 PM,215,99.5,37.5,2.1,0.024295,914
12:45:00 PM,215,99.8,37.66667,1.58,0.025261,912
1:00:00 PM,215,99.8,37.66667,2.14,0.024222,916
1:15:00 PM,215,99.7,37.61111,2.34,0.023861,918
1:30:00 PM,215,99,37.22222,2.54,0.023506,917
1:45:00 PM,215,101.9,38.83333,3.48,0.021906,923
2:00:00 PM,215,101.7,38.72222,2.76,0.023121,926
2:15:00 PM,215,102.2,39,2.36,0.023825,928
2:30:00 PM,215,102.9,39.38889,2.69,0.023243,932
2:45:00 PM,215,102.6,39.22222,2.7,0.023226,933
3:00:00 PM,215,103.1,39.5,2.89,0.022897,933
3:15:00 PM,215,103,39.44444,2.4,0.023754,932
3:30:00 PM,215,103.1,39.5,1.91,0.024643,928
3:45:00 PM,215,103.4,39.66667,1.72,0.024997,927
4:00:00 PM,215,102.1,38.94444,2.05,0.024386,918
4:15:00 PM,215,103.5,39.72222,2.35,0.023843,908
4:30:00 PM,215,103.5,39.72222,2.65,0.023313,891
4:45:00 PM,215,102.7,39.27778,2.34,0.023861,868
5:00:00 PM,215,102.8,39.33333,2.08,0.024331,848
5:15:00 PM,215,102.4,39.11111,2.07,0.024349,785
5:30:00 PM,215,102.4,39.11111,1.8,0.024847,693.1
5:45:00 PM,215,101.7,38.72222,1.66,0.02511,592.6
6:00:00 PM,215,101.6,38.66667,1.54,0.025337,486.6
6:15:00 PM,215,101.5,38.61111,1.92,0.024625,388.5
7:15:00 AM,216,82.7,28.16667,0.29,0.027827,404
7:30:00 AM,216,85.3,29.61111,0,0.028439,506.4
7:45:00 AM,216,87.2,30.66667,0.04,0.028354,619.3
8:00:00 AM,216,87,30.55556,0.28,0.027848,734
8:15:00 AM,216,88.3,31.27778,0.46,0.027474,824
8:30:00 AM,216,88.7,31.5,0.46,0.027474,857
8:45:00 AM,216,90.1,32.27778,0.48,0.027433,878
9:00:00 AM,216,92.4,33.55556,0.19,0.028036,896
9:15:00 AM,216,93.5,34.16667,0.45,0.027495,908
9:30:00 AM,216,94.6,34.77778,0.36,0.027681,920
9:45:00 AM,216,95.1,35.05556,0.18,0.028057,926
10:00:00 AM,216,94.7,34.83333,0.66,0.027065,930
10:15:00 AM,216,97,36.11111,0.36,0.027681,934
10:30:00 AM,216,98.3,36.83333,0.38,0.02764,932
10:45:00 AM,216,97.9,36.61111,0.66,0.027065,931
11:00:00 AM,216,98.8,37.11111,0.73,0.026924,927
11:15:00 AM,216,100,37.77778,0.89,0.026603,927
11:30:00 AM,216,100.2,37.88889,1.74,0.02496,927
11:45:00 AM,216,101.4,38.55556,1.72,0.024997,925
12:00:00 PM,216,101.4,38.55556,2.6,0.0234,921
12:15:00 PM,216,101.9,38.83333,2.71,0.023208,919
12:30:00 PM,216,101.6,38.66667,2.01,0.024459,920
12:45:00 PM,216,101.7,38.72222,2.06,0.024368,920
1:00:00 PM,216,101,38.33333,1.55,0.025318,922
1:15:00 PM,216,101.7,38.72222,1.44,0.025527,925
1:30:00 PM,216,101.8,38.77778,1.22,0.025952,922
1:45:00 PM,216,104.7,40.38889,0.76,0.026863,928
2:00:00 PM,216,102.2,39,2.33,0.023879,933
2:15:00 PM,216,104.5,40.27778,1.9,0.024662,937
2:30:00 PM,216,103.6,39.77778,1.78,0.024885,936
2:45:00 PM,216,103.6,39.77778,1.45,0.025508,937
3:00:00 PM,216,104.2,40.11111,1.41,0.025585,930
3:15:00 PM,216,105,40.55556,2.31,0.023915,935
3:30:00 PM,216,104.6,40.33333,1.09,0.026206,929
3:45:00 PM,216,105.5,40.83333,2.4,0.023754,928
4:00:00 PM,216,103.9,39.94444,1.76,0.024922,922
4:15:00 PM,216,104.2,40.11111,2.22,0.024077,910
4:30:00 PM,216,102.6,39.22222,2.18,0.024149,895
4:45:00 PM,216,103.9,39.94444,1.48,0.025451,871
5:00:00 PM,216,104.3,40.16667,1.81,0.024829,848
5:15:00 PM,216,104,40,1.57,0.02528,786
5:30:00 PM,216,104,40,1.86,0.024736,689.6
5:45:00 PM,216,102.6,39.22222,1.84,0.024773,590.1
6:00:00 PM,216,102.9,39.38889,1.6,0.025223,489
6:15:00 PM,216,102.6,39.22222,1.55,0.025318,391.2
7:15:00 AM,217,85.7,29.83333,0,0.028439,386.7
7:30:00 AM,217,86.7,30.38889,0.05,0.028332,489
7:45:00 AM,217,87.3,30.72222,0.07,0.02829,605.7
8:00:00 AM,217,88.4,31.33333,0.38,0.02764,715
8:15:00 AM,217,88.8,31.55556,0.54,0.02731,804
8:30:00 AM,217,90.2,32.33333,0.56,0.027269,839
8:45:00 AM,217,92,33.33333,0.13,0.028163,865
9:00:00 AM,217,93.7,34.27778,0.15,0.028121,882
9:15:00 AM,217,94.6,34.77778,0.13,0.028163,896
9:30:00 AM,217,95.5,35.27778,0.1,0.028226,906
9:45:00 AM,217,96.1,35.61111,0.08,0.028269,909
10:00:00 AM,217,97.2,36.22222,0.2,0.028015,917
10:15:00 AM,217,96.9,36.05556,0.28,0.027848,921
10:30:00 AM,217,98.1,36.72222,0.29,0.027827,921
10:45:00 AM,217,97.5,36.38889,0.57,0.027249,916
11:00:00 AM,217,98.9,37.16667,0.24,0.027932,915
11:15:00 AM,217,100.5,38.05556,0.49,0.027413,912
11:30:00 AM,217,100.4,38,0.3,0.027806,913
11:45:00 AM,217,101.9,38.83333,0.98,0.026424,917
12:00:00 PM,217,103.2,39.55556,1.41,0.025585,922
12:15:00 PM,217,102.6,39.22222,1.54,0.025337,921
12:30:00 PM,217,102.6,39.22222,1,0.026384,920
12:45:00 PM,217,101.5,38.61111,1.41,0.025585,918
1:00:00 PM,217,103,39.44444,1.46,0.025489,921
1:15:00 PM,217,103.8,39.88889,1.58,0.025261,932
1:30:00 PM,217,105,40.55556,1.53,0.025356,912
1:45:00 PM,217,105.1,40.61111,1.28,0.025836,949
2:00:00 PM,217,105.3,40.72222,0.61,0.027167,946
2:15:00 PM,217,106.6,41.44444,1.01,0.026364,924
2:30:00 PM,217,105.8,41,1.71,0.025016,924
2:45:00 PM,217,106.1,41.16667,1.72,0.024997,921
3:00:00 PM,217,106.1,41.16667,1.79,0.024866,772
3:15:00 PM,217,104.5,40.27778,2,0.024478,706
3:30:00 PM,217,105.6,40.88889,1.72,0.024997,694.5
3:45:00 PM,217,106.5,41.38889,2.23,0.024059,995
4:00:00 PM,217,106.1,41.16667,2.28,0.023969,933
4:15:00 PM,217,105.5,40.83333,2.12,0.024258,647.4
4:30:00 PM,217,104.1,40.05556,2.35,0.023843,625.3
4:45:00 PM,217,106.3,41.27778,1.95,0.024569,812
5:00:00 PM,217,106.6,41.44444,1.65,0.025129,841
5:15:00 PM,217,106.4,41.33333,1.9,0.024662,626.3
5:30:00 PM,217,104.9,40.5,2.34,0.023861,421.9
7:45:00 AM,218,87.7,30.94444,0.6,0.027187,382.6
8:00:00 AM,218,86.8,30.44444,0.95,0.026483,414.7
8:15:00 AM,218,87.4,30.77778,1.13,0.026128,433.2
8:30:00 AM,218,89.2,31.77778,0.72,0.026944,388.3
8:45:00 AM,218,90.5,32.5,0.5,0.027392,348.1
9:00:00 AM,218,90.1,32.27778,0.76,0.026863,351.8
9:15:00 AM,218,90.5,32.5,0.92,0.026543,400.4
9:30:00 AM,218,91.9,33.27778,1.54,0.025337,535
9:45:00 AM,218,92.5,33.61111,1.61,0.025204,632.3
10:00:00 AM,218,94.3,34.61111,1.72,0.024997,724
10:15:00 AM,218,96.2,35.66667,1.37,0.025662,818
10:30:00 AM,218,95.4,35.22222,1.78,0.024885,800
10:45:00 AM,218,96.9,36.05556,1.9,0.024662,860
11:00:00 AM,218,97.3,36.27778,2.11,0.024276,812
11:15:00 AM,218,97.9,36.61111,2.29,0.023951,901
11:30:00 AM,218,98.3,36.83333,2.95,0.022794,953
11:45:00 AM,218,99.2,37.33333,2.24,0.024041,923
12:00:00 PM,218,100.3,37.94444,2.56,0.023471,931
12:15:00 PM,218,100.5,38.05556,1.66,0.02511,935
12:30:00 PM,218,101,38.33333,2.03,0.024423,659.9
12:45:00 PM,218,100,37.77778,2.22,0.024077,744
1:00:00 PM,218,100.9,38.27778,2.3,0.023933,625.9
1:15:00 PM,218,101.3,38.5,2.25,0.024023,618.3
1:30:00 PM,218,103.1,39.5,2.17,0.024167,893
1:45:00 PM,218,103.4,39.66667,1.54,0.025337,896
2:00:00 PM,218,103.9,39.94444,1.91,0.024643,909
2:15:00 PM,218,104.4,40.22222,1.28,0.025836,918
2:30:00 PM,218,102.4,39.11111,2.41,0.023736,886
2:45:00 PM,218,103.2,39.55556,1.94,0.024588,791
3:00:00 PM,218,103.7,39.83333,1.95,0.024569,414.1
3:15:00 PM,218,104.2,40.11111,1.82,0.02481,770
3:30:00 PM,218,103.7,39.83333,1.77,0.024903,900
3:45:00 PM,218,103.2,39.55556,2.16,0.024186,961
4:00:00 PM,218,104.6,40.33333,1.8,0.024847,727
4:15:00 PM,218,104.5,40.27778,2.37,0.023808,472.3
4:30:00 PM,218,103.5,39.72222,1.96,0.024551,304.8
4:45:00 PM,218,102.5,39.16667,1.86,0.024736,779
5:00:00 PM,218,101.8,38.77778,2.08,0.024331,452.1
5:15:00 PM,218,103.1,39.5,1.16,0.026069,500.3
5:30:00 PM,218,103.4,39.66667,2.08,0.024331,609.7
5:45:00 PM,218,102.8,39.33333,1.67,0.025091,441.4
6:00:00 PM,218,101.7,38.72222,1.82,0.02481,358.7
6:15:00 PM,218,102.1,38.94444,2.28,0.023969,341.1
7:30:00 AM,219,88,31.11111,0.83,0.026722,353.5
8:00:00 AM,219,89.3,31.83333,1.12,0.026148,402.5
8:15:00 AM,219,89.9,32.16667,0.84,0.026702,468.5
8:30:00 AM,219,90.7,32.61111,0.98,0.026424,617.9
8:45:00 AM,219,91.6,33.11111,1.46,0.025489,752
9:00:00 AM,219,92.7,33.72222,2.15,0.024204,797
9:15:00 AM,219,93.4,34.11111,1.88,0.024699,891
9:30:00 AM,219,94.9,34.94444,2.19,0.024131,898
9:45:00 AM,219,94.4,34.66667,3.09,0.022556,903
10:00:00 AM,219,94.8,34.88889,2.71,0.023208,909
10:15:00 AM,219,95.6,35.33333,2.53,0.023524,917
10:30:00 AM,219,96.5,35.83333,2.71,0.023208,866
10:45:00 AM,219,96.9,36.05556,2.3,0.023933,885
11:00:00 AM,219,97,36.11111,2.71,0.023208,909
11:15:00 AM,219,97.8,36.55556,2.75,0.023139,896
11:30:00 AM,219,98.3,36.83333,2.23,0.024059,816
11:45:00 AM,219,100,37.77778,2.08,0.024331,892
12:00:00 PM,219,100.4,38,1.98,0.024514,835
12:15:00 PM,219,100,37.77778,1.08,0.026226,867
12:30:00 PM,219,102.3,39.05556,1.21,0.025972,921
12:45:00 PM,219,102.8,39.33333,2.08,0.024331,877
1:00:00 PM,219,102,38.88889,1.5,0.025413,919
1:15:00 PM,219,102.8,39.33333,1.68,0.025072,908
1:30:00 PM,219,103.3,39.61111,1.51,0.025394,883
1:45:00 PM,219,104.2,40.11111,2.02,0.024441,917
2:00:00 PM,219,104.6,40.33333,1.91,0.024643,916
2:15:00 PM,219,103.6,39.77778,1.3,0.025797,909
2:30:00 PM,219,102.9,39.38889,1.31,0.025778,909
2:45:00 PM,219,103.7,39.83333,1.59,0.025242,909
3:00:00 PM,219,105.3,40.72222,0.8,0.026783,914
3:15:00 PM,219,104.6,40.33333,1.62,0.025185,904
3:30:00 PM,219,106.1,41.16667,0.88,0.026622,899
3:45:00 PM,219,104.4,40.22222,1.92,0.024625,886
4:00:00 PM,219,106.3,41.27778,1.12,0.026148,873
4:15:00 PM,219,106.7,41.5,1.16,0.026069,873
4:30:00 PM,219,106.2,41.22222,1.54,0.025337,851
4:45:00 PM,219,107,41.66667,1.89,0.02468,827
5:00:00 PM,219,106.4,41.33333,1.46,0.025489,799
5:15:00 PM,219,106.4,41.33333,1.47,0.02547,731
5:30:00 PM,219,105.5,40.83333,2.24,0.024041,638.5
5:45:00 PM,219,105,40.55556,2.34,0.023861,546.3
6:00:00 PM,219,104.7,40.38889,2.77,0.023104,465
6:15:00 PM,219,104.5,40.27778,2.79,0.023069,379.3
9:00:00 AM,220,91.3,32.94444,0.06,0.028311,310.7
9:15:00 AM,220,93.8,34.33333,0.12,0.028184,768
9:30:00 AM,220,95.3,35.16667,0.35,0.027702,855
9:45:00 AM,220,95,35,1.18,0.02603,988
10:00:00 AM,220,95.5,35.27778,1.29,0.025816,820
10:15:00 AM,220,94.6,34.77778,2.05,0.024386,758
10:30:00 AM,220,95.7,35.38889,1.85,0.024754,871
10:45:00 AM,220,96.1,35.61111,1.8,0.024847,961
11:00:00 AM,220,96.3,35.72222,2.4,0.023754,929
11:15:00 AM,220,97.6,36.44444,0.66,0.027065,844
11:30:00 AM,220,98.6,37,0.5,0.027392,651.5
11:45:00 AM,220,99.2,37.33333,0.44,0.027516,944
12:00:00 PM,220,101.6,38.66667,0.85,0.026682,946
12:15:00 PM,220,99.8,37.66667,1.21,0.025972,927
12:30:00 PM,220,101.9,38.83333,1.82,0.02481,910
12:45:00 PM,220,101,38.33333,1.14,0.026108,901
1:00:00 PM,220,102.5,39.16667,1.65,0.025129,901
1:15:00 PM,220,102.7,39.27778,1.48,0.025451,902
1:30:00 PM,220,102.4,39.11111,1.54,0.025337,900
1:45:00 PM,220,103.7,39.83333,2.03,0.024423,902
2:00:00 PM,220,102.9,39.38889,1.99,0.024496,824
2:15:00 PM,220,103.3,39.61111,2.13,0.02424,901
2:30:00 PM,220,101.6,38.66667,2.77,0.023104,903
2:45:00 PM,220,103.9,39.94444,2.44,0.023683,909
3:00:00 PM,220,103.4,39.66667,2.66,0.023295,907
3:15:00 PM,220,103.5,39.72222,2.07,0.024349,904
3:30:00 PM,220,104.4,40.22222,2.52,0.023541,905
3:45:00 PM,220,104.7,40.38889,2.14,0.024222,898
4:00:00 PM,220,104.5,40.27778,2.95,0.022794,890
4:15:00 PM,220,104.7,40.38889,2.5,0.023577,876
4:30:00 PM,220,104.8,40.44444,2.68,0.02326,859
4:45:00 PM,220,104.8,40.44444,2.69,0.023243,838
5:00:00 PM,220,104.5,40.27778,3.08,0.022573,809
5:15:00 PM,220,104.6,40.33333,2.83,0.023,741
5:30:00 PM,220,104.6,40.33333,2.38,0.02379,648.9
5:45:00 PM,220,104.1,40.05556,2.21,0.024095,551.9
6:00:00 PM,220,104,40,1.85,0.024754,452.1
6:15:00 PM,220,103.7,39.83333,1.69,0.025053,356.7
8:00:00 AM,221,87,30.55556,0.6,0.027187,546.3
8:15:00 AM,221,91.1,32.83333,0.02,0.028396,774
8:30:00 AM,221,92.8,33.77778,0.22,0.027973,818
8:45:00 AM,221,94.3,34.61111,0.03,0.028375,853
9:00:00 AM,221,95.8,35.44444,0.14,0.028142,867
9:15:00 AM,221,95.9,35.5,0.1,0.028226,885
9:30:00 AM,221,95.8,35.44444,0.28,0.027848,894
9:45:00 AM,221,97.7,36.5,0.46,0.027474,925
10:00:00 AM,221,97.6,36.44444,1.04,0.026305,914
10:15:00 AM,221,98.4,36.88889,1.15,0.026089,909
10:30:00 AM,221,98.5,36.94444,1.34,0.02572,907
10:45:00 AM,221,99.9,37.72222,0.99,0.026404,908
11:00:00 AM,221,99.4,37.44444,1.26,0.025874,904
11:15:00 AM,221,100.8,38.22222,0.81,0.026763,905
11:30:00 AM,221,101.3,38.5,1.31,0.025778,905
11:45:00 AM,221,101.9,38.83333,1.72,0.024997,903
12:00:00 PM,221,102.5,39.16667,1.32,0.025758,900
12:15:00 PM,221,103.5,39.72222,2.04,0.024404,898
12:30:00 PM,221,101.9,38.83333,2,0.024478,896
12:45:00 PM,221,104.7,40.38889,2.31,0.023915,899
1:00:00 PM,221,104.7,40.38889,2.66,0.023295,900
1:15:00 PM,221,106,41.11111,2.26,0.024005,902
1:30:00 PM,221,106.3,41.27778,1.89,0.02468,908
1:45:00 PM,221,105.1,40.61111,2.16,0.024186,905
2:00:00 PM,221,106.8,41.55556,2.27,0.023987,909
2:15:00 PM,221,107.8,42.11111,1.99,0.024496,915
2:30:00 PM,221,107.9,42.16667,2.34,0.023861,916
2:45:00 PM,221,107.8,42.11111,2.4,0.023754,916
3:00:00 PM,221,107.9,42.16667,2.18,0.024149,915
