Local Time,JD,Ambient (°F),Temp(°C),WS(m/s),Exponential,E (W/m²)
12:30:00 PM,70,79.2,26.22222,1.3,0.025797,803
12:45:00 PM,70,79.6,26.44444,1.29,0.025816,674.1
1:00:00 PM,70,79.7,26.5,1.25,0.025894,645.5
1:15:00 PM,70,78.1,25.61111,1.08,0.026226,566.9
1:30:00 PM,70,77.4,25.22222,1.58,0.025261,731
1:45:00 PM,70,79.9,26.61111,1.22,0.025952,818
2:00:00 PM,70,78.7,25.94444,1.6,0.025223,853
2:15:00 PM,70,79.9,26.61111,1.42,0.025566,849
2:30:00 PM,70,78.2,25.66667,1.76,0.024922,850
2:45:00 PM,70,80.6,27,1.62,0.025185,846
3:00:00 PM,70,80.9,27.16667,1.56,0.025299,839
3:15:00 PM,70,78.7,25.94444,1.46,0.025489,820
3:30:00 PM,70,79,26.11111,1.55,0.025318,764
3:45:00 PM,70,79.8,26.55556,1.79,0.024866,667.3
4:00:00 PM,70,80,26.66667,1.81,0.024829,567.2
4:15:00 PM,70,79.6,26.44444,1.43,0.025547,467.7
4:30:00 PM,70,79.3,26.27778,1.34,0.02572,366
7:15:00 AM,71,58.9,14.94444,0.25,0.027911,399
7:30:00 AM,71,59.4,15.22222,0.08,0.028269,492.4
7:45:00 AM,71,60.4,15.77778,0,0.028439,538.2
8:00:00 AM,71,62,16.66667,0,0.028439,600.9
8:15:00 AM,71,63.2,17.33333,0.17,0.028079,656.2
8:30:00 AM,71,64.5,18.05556,0,0.028439,652.3
8:45:00 AM,71,66.6,19.22222,0.12,0.028184,735
9:00:00 AM,71,68.1,20.05556,0.41,0.027578,859
9:15:00 AM,71,68.6,20.33333,0.53,0.027331,802
9:30:00 AM,71,70.6,21.44444,1.13,0.026128,672.5
9:45:00 AM,71,70.5,21.38889,1.22,0.025952,588.9
10:00:00 AM,71,72.2,22.33333,1.27,0.025855,641.7
10:15:00 AM,71,73.1,22.83333,1.62,0.025185,676.5
10:30:00 AM,71,73.5,23.05556,1.32,0.025758,633.2
10:45:00 AM,71,74.4,23.55556,1.16,0.026069,646.5
11:00:00 AM,71,74.9,23.83333,1.09,0.026206,654.5
11:15:00 AM,71,76,24.44444,0.77,0.026843,494.9
11:30:00 AM,71,76.2,24.55556,1.54,0.025337,570.5
11:45:00 AM,71,77.7,25.38889,0.96,0.026463,680.2
12:00:00 PM,71,77.6,25.33333,1.42,0.025566,718
12:15:00 PM,71,78.8,26,1.53,0.025356,715
12:30:00 PM,71,78.8,26,1.34,0.02572,694.6
12:45:00 PM,71,80.5,26.94444,0.92,0.026543,829
1:00:00 PM,71,82.1,27.83333,0.52,0.027351,840
1:15:00 PM,71,81.2,27.33333,0.97,0.026443,730
1:30:00 PM,71,80.8,27.11111,1.12,0.026148,716
1:45:00 PM,71,81.6,27.55556,0.73,0.026924,817
2:00:00 PM,71,82.3,27.94444,0.75,0.026883,840
2:15:00 PM,71,81.9,27.72222,1.14,0.026108,845
2:30:00 PM,71,81.6,27.55556,1.05,0.026285,844
2:45:00 PM,71,81.8,27.66667,1.6,0.025223,845
3:00:00 PM,71,80.9,27.16667,1.68,0.025072,841
3:15:00 PM,71,82,27.77778,1.45,0.025508,829
3:30:00 PM,71,82.3,27.94444,1.26,0.025874,770
3:45:00 PM,71,81.3,27.38889,1.75,0.024941,690.5
4:00:00 PM,71,81.1,27.27778,1.5,0.025413,584.7
4:15:00 PM,71,80.6,27,1.08,0.026226,480.9
4:30:00 PM,71,80,26.66667,1.17,0.02605,379.5
7:30:00 AM,72,61.1,16.16667,0.15,0.028121,390.6
7:45:00 AM,72,60.7,15.94444,0.15,0.028121,318.7
8:00:00 AM,72,61.8,16.55556,0.07,0.02829,424.2
8:15:00 AM,72,62.5,16.94444,0,0.028439,312.5
8:30:00 AM,72,64.4,18,0.09,0.028248,697.5
8:45:00 AM,72,67.5,19.72222,0.21,0.027994,932
9:00:00 AM,72,69.9,21.05556,0.28,0.027848,920
9:15:00 AM,72,70.2,21.22222,0.49,0.027413,759
9:30:00 AM,72,71.7,22.05556,0.51,0.027372,903
9:45:00 AM,72,73.8,23.22222,1.05,0.026285,826
10:00:00 AM,72,74.4,23.55556,0.67,0.027045,817
10:15:00 AM,72,76.1,24.5,1.05,0.026285,757
10:30:00 AM,72,76.6,24.77778,1.23,0.025933,770
10:45:00 AM,72,77.7,25.38889,1.3,0.025797,667.4
11:00:00 AM,72,77,25,1.36,0.025681,544.6
11:15:00 AM,72,78.6,25.88889,0.66,0.027065,787
11:30:00 AM,72,80.4,26.88889,1.23,0.025933,883
11:45:00 AM,72,80.9,27.16667,1.65,0.025129,736
12:00:00 PM,72,81.4,27.44444,0.77,0.026843,646.1
12:15:00 PM,72,80.8,27.11111,0.26,0.02789,662.2
12:30:00 PM,72,82.2,27.88889,0.32,0.027764,767
12:45:00 PM,72,82.2,27.88889,0.26,0.02789,585.7
1:00:00 PM,72,82.3,27.94444,0.16,0.0281,503.2
1:15:00 PM,72,82.8,28.22222,0.94,0.026503,602.8
1:30:00 PM,72,82.1,27.83333,0.31,0.027785,763
1:45:00 PM,72,84.4,29.11111,0.79,0.026803,658.2
2:00:00 PM,72,81.3,27.38889,0.94,0.026503,575
2:15:00 PM,72,83.9,28.83333,0.08,0.028269,831
2:30:00 PM,72,83.6,28.66667,0.56,0.027269,675.4
2:45:00 PM,72,82.9,28.27778,0.67,0.027045,845
3:00:00 PM,72,83,28.33333,0.89,0.026603,887
3:15:00 PM,72,83.8,28.77778,0.36,0.027681,809
3:30:00 PM,72,83.7,28.72222,0.16,0.0281,669.4
3:45:00 PM,72,83,28.33333,0.77,0.026843,717
4:00:00 PM,72,83.1,28.38889,0.69,0.027005,618
4:15:00 PM,72,83.7,28.72222,0.7,0.026984,461.9
7:30:00 AM,73,63.2,17.33333,0.31,0.027785,511.4
7:45:00 AM,73,64.4,18,0.36,0.027681,349.9
8:00:00 AM,73,64.1,17.83333,0.28,0.027848,382.4
8:15:00 AM,73,64.6,18.11111,0.31,0.027785,413.1
8:30:00 AM,73,66,18.88889,0,0.028439,368.9
9:15:00 AM,73,70.7,21.5,1.78,0.024885,598
9:30:00 AM,73,73.2,22.88889,1.66,0.02511,914
9:45:00 AM,73,74.3,23.5,1.61,0.025204,715
10:00:00 AM,73,73.7,23.16667,1.72,0.024997,443.3
10:15:00 AM,73,74.8,23.77778,0.42,0.027557,323.7
10:30:00 AM,73,74.2,23.44444,0.37,0.02766,399.2
10:45:00 AM,73,74.5,23.61111,0.59,0.027208,538.4
11:00:00 AM,73,76,24.44444,0.05,0.028332,484.6
11:15:00 AM,73,75.6,24.22222,0.64,0.027106,715
11:30:00 AM,73,75.9,24.38889,0.94,0.026503,450.4
11:45:00 AM,73,78,25.55556,0.7,0.026984,595.3
12:00:00 PM,73,79.3,26.27778,1.09,0.026206,490
12:15:00 PM,73,76.5,24.72222,2.01,0.024459,449.3
1:15:00 PM,73,75.3,24.05556,1.47,0.02547,369.1
1:30:00 PM,73,75.4,24.11111,1.42,0.025566,613.5
1:45:00 PM,73,77.8,25.44444,1.42,0.025566,695.6
2:00:00 PM,73,78.2,25.66667,1.21,0.025972,772
2:30:00 PM,73,79.4,26.33333,1.06,0.026265,905
2:45:00 PM,73,80.4,26.88889,0.88,0.026622,905
3:00:00 PM,73,80.2,26.77778,1.11,0.026167,852
3:15:00 PM,73,80,26.66667,1.15,0.026089,813
3:30:00 PM,73,78.8,26,0.96,0.026463,770
3:45:00 PM,73,78.9,26.05556,0.78,0.026823,675.2
4:00:00 PM,73,78.7,25.94444,1.38,0.025643,581.1
4:15:00 PM,73,78.9,26.05556,0.81,0.026763,491.4
4:30:00 PM,73,78.2,25.66667,1.25,0.025894,391.3
7:45:00 AM,74,57.7,14.27778,1,0.026384,426.6
8:00:00 AM,74,60.4,15.77778,0.84,0.026702,722
8:15:00 AM,74,62.8,17.11111,0.69,0.027005,632.3
8:30:00 AM,74,63.1,17.27778,0.51,0.027372,309.3
9:00:00 AM,74,65.5,18.61111,0.26,0.02789,546.4
9:45:00 AM,74,67.2,19.55556,2.04,0.024404,442.5
10:00:00 AM,74,69.1,20.61111,2.57,0.023453,493.4
10:15:00 AM,74,71.5,21.94444,2.2,0.024113,858
10:30:00 AM,74,72.7,22.61111,3.05,0.022624,840
10:45:00 AM,74,73.4,23,2.37,0.023808,811
11:00:00 AM,74,74.2,23.44444,1.64,0.025147,820
11:15:00 AM,74,75.8,24.33333,1.87,0.024717,881
11:30:00 AM,74,76.1,24.5,1.52,0.025375,578.7
11:45:00 AM,74,75.4,24.11111,1.85,0.024754,409.4
8:00:00 AM,75,59.2,15.11111,2,0.024478,338.6
8:15:00 AM,75,60.5,15.83333,2.99,0.022726,561.7
8:30:00 AM,75,61.5,16.38889,2.25,0.024023,455.9
8:45:00 AM,75,63.8,17.66667,2.18,0.024149,934
10:00:00 AM,75,60.7,15.94444,0.94,0.026503,388.6
12:45:00 PM,75,59.8,15.44444,1.41,0.025585,468.4
1:00:00 PM,75,61.9,16.61111,2.44,0.023683,551.2
3:15:00 PM,75,58.3,14.61111,0.52,0.027351,474
12:00:00 AM,76,0,0,0,0,0
7:30:00 AM,77,47.3,8.5,1.17,0.02605,359.1
7:45:00 AM,77,48.4,9.111111,2.4,0.023754,556.9
8:00:00 AM,77,50,10,2.23,0.024059,789
8:15:00 AM,77,50.9,10.5,1.87,0.024717,767
8:30:00 AM,77,51.9,11.05556,1.65,0.025129,857
8:45:00 AM,77,52.8,11.55556,1.62,0.025185,882
9:00:00 AM,77,53.7,12.05556,1.74,0.02496,871
9:15:00 AM,77,53.7,12.05556,2.36,0.023825,875
9:30:00 AM,77,55.1,12.83333,1.94,0.024588,869
9:45:00 AM,77,57,13.88889,2.07,0.024349,864
10:00:00 AM,77,57.9,14.38889,2.4,0.023754,858
10:15:00 AM,77,58.7,14.83333,2.54,0.023506,850
10:30:00 AM,77,59.6,15.33333,3.58,0.021742,863
10:45:00 AM,77,59.7,15.38889,3.77,0.021435,684.8
11:00:00 AM,77,59.8,15.44444,4.44,0.020384,659.6
11:15:00 AM,77,60.8,16,3.68,0.02158,627.4
11:30:00 AM,77,61.5,16.38889,3.64,0.021645,394.4
11:45:00 AM,77,62.6,17,3.75,0.021467,606.3
12:00:00 PM,77,62.4,16.88889,3.83,0.021338,638.9
12:15:00 PM,77,63.5,17.5,4.44,0.020384,926
12:30:00 PM,77,63.3,17.38889,5.17,0.019298,683.2
12:45:00 PM,77,63.8,17.66667,4.63,0.020096,714
1:00:00 PM,77,64.6,18.11111,4.36,0.020507,893
1:15:00 PM,77,65.5,18.61111,4.14,0.020848,987
1:30:00 PM,77,64.6,18.11111,4.74,0.019931,555.3
1:45:00 PM,77,65.3,18.5,3.96,0.021131,648.9
2:00:00 PM,77,65.6,18.66667,4.66,0.020051,968
2:15:00 PM,77,66,18.88889,4.8,0.019841,1009
2:30:00 PM,77,65.5,18.61111,5.36,0.019025,826
2:45:00 PM,77,64.5,18.05556,4.68,0.02002,309
3:30:00 PM,77,64.1,17.83333,4.09,0.020926,329.5
3:45:00 PM,77,64.4,18,4.25,0.020677,383.7
4:00:00 PM,77,64.9,18.27778,4.49,0.020308,452.4
6:45:00 AM,78,49,9.444444,0.85,0.026682,305.3
7:00:00 AM,78,51,10.55556,0.41,0.027578,415.5
7:15:00 AM,78,52.4,11.33333,0.48,0.027433,529.6
7:30:00 AM,78,52.3,11.27778,0.85,0.026682,637.2
7:45:00 AM,78,52.8,11.55556,0.9,0.026583,754
8:00:00 AM,78,53.4,11.88889,0.47,0.027454,837
8:15:00 AM,78,54.3,12.38889,0.72,0.026944,860
8:30:00 AM,78,56.5,13.61111,0.34,0.027723,876
8:45:00 AM,78,57.5,14.16667,0.46,0.027474,883
9:00:00 AM,78,58.4,14.66667,0.41,0.027578,886
9:15:00 AM,78,59.6,15.33333,0.85,0.026682,880
9:30:00 AM,78,60.3,15.72222,0.61,0.027167,873
9:45:00 AM,78,60.9,16.05556,0.82,0.026743,863
10:00:00 AM,78,60.3,15.72222,1.03,0.026325,860
10:15:00 AM,78,61.3,16.27778,0.88,0.026622,853
10:30:00 AM,78,61.9,16.61111,1.48,0.025451,850
10:45:00 AM,78,62.6,17,1.38,0.025643,847
11:00:00 AM,78,62.3,16.83333,1.34,0.02572,840
11:15:00 AM,78,63.1,17.27778,1.27,0.025855,833
11:30:00 AM,78,63.7,17.61111,1.41,0.025585,831
11:45:00 AM,78,64.3,17.94444,1.75,0.024941,833
12:00:00 PM,78,64.8,18.22222,1.38,0.025643,838
12:15:00 PM,78,65,18.33333,1.39,0.025623,886
12:30:00 PM,78,65.8,18.77778,1.46,0.025489,759
12:45:00 PM,78,65.4,18.55556,0.75,0.026883,362.7
1:00:00 PM,78,64,17.77778,1.09,0.026206,385.7
1:15:00 PM,78,65.4,18.55556,1.02,0.026344,442
1:30:00 PM,78,65,18.33333,0.74,0.026903,367.9
1:45:00 PM,78,66.9,19.38889,1.61,0.025204,503.3
7:00:00 AM,79,53,11.66667,0.2,0.028015,402.7
7:15:00 AM,79,54.7,12.61111,0.2,0.028015,515.6
7:30:00 AM,79,55.9,13.27778,0.3,0.027806,633.9
7:45:00 AM,79,57.3,14.05556,0.21,0.027994,707
8:00:00 AM,79,58.8,14.88889,0.72,0.026944,812
8:15:00 AM,79,60.1,15.61111,0.89,0.026603,833
8:30:00 AM,79,60.4,15.77778,2.05,0.024386,849
8:45:00 AM,79,61.5,16.38889,1.94,0.024588,869
9:00:00 AM,79,62.5,16.94444,1.82,0.02481,872
9:15:00 AM,79,63.2,17.33333,1.84,0.024773,873
9:30:00 AM,79,63.4,17.44444,2.14,0.024222,868
9:45:00 AM,79,64.1,17.83333,2.15,0.024204,862
10:00:00 AM,79,64.8,18.22222,1.52,0.025375,856
10:15:00 AM,79,65.4,18.55556,2.13,0.02424,853
10:30:00 AM,79,66.1,18.94444,1.86,0.024736,848
10:45:00 AM,79,67,19.44444,1.2,0.025991,839
11:00:00 AM,79,68.2,20.11111,1.27,0.025855,835
11:15:00 AM,79,68.6,20.33333,1.6,0.025223,831
11:30:00 AM,79,68.7,20.38889,0.89,0.026603,826
11:45:00 AM,79,69.1,20.61111,1.77,0.024903,828
12:00:00 PM,79,69.9,21.05556,1.82,0.02481,832
12:15:00 PM,79,70.5,21.38889,1.53,0.025356,842
12:30:00 PM,79,70.9,21.61111,1.62,0.025185,846
12:45:00 PM,79,70.8,21.55556,2.04,0.024404,847
1:00:00 PM,79,72.1,22.27778,1.64,0.025147,860
1:15:00 PM,79,72,22.22222,1.36,0.025681,863
1:30:00 PM,79,72.7,22.61111,1.2,0.025991,878
1:45:00 PM,79,72.4,22.44444,2.06,0.024368,950
2:00:00 PM,79,71.7,22.05556,2.07,0.024349,618.8
2:15:00 PM,79,71.2,21.77778,1.95,0.024569,688.9
2:30:00 PM,79,70.2,21.22222,1.3,0.025797,375.8
2:45:00 PM,79,71.4,21.88889,0.97,0.026443,805
3:00:00 PM,79,69.9,21.05556,1.31,0.025778,337.1
3:15:00 PM,79,70.3,21.27778,1.43,0.025547,469.9
6:45:00 AM,80,51.7,10.94444,1.24,0.025913,316.3
7:00:00 AM,80,53.4,11.88889,0.8,0.026783,429.2
7:15:00 AM,80,55.1,12.83333,1.98,0.024514,543.6
7:30:00 AM,80,56.1,13.38889,2.4,0.023754,657.7
7:45:00 AM,80,57.5,14.16667,2.29,0.023951,775
8:00:00 AM,80,59,15,3.38,0.022071,844
8:15:00 AM,80,60.3,15.72222,2.62,0.023365,865
8:30:00 AM,80,62,16.66667,3.19,0.022388,879
8:45:00 AM,80,63.2,17.33333,3.68,0.02158,888
9:00:00 AM,80,63.7,17.61111,4.55,0.020217,892
9:15:00 AM,80,64.5,18.05556,3.85,0.021306,889
9:30:00 AM,80,65.4,18.55556,3.86,0.02129,886
9:45:00 AM,80,66,18.88889,3.03,0.022658,880
10:00:00 AM,80,66.3,19.05556,3.48,0.021906,871
10:15:00 AM,80,67.1,19.5,2.98,0.022743,863
10:30:00 AM,80,67.1,19.5,3.21,0.022354,856
10:45:00 AM,80,67.7,19.83333,2.44,0.023683,851
11:00:00 AM,80,68.6,20.33333,2.35,0.023843,848
11:15:00 AM,80,68.8,20.44444,1.84,0.024773,842
11:30:00 AM,80,69.4,20.77778,3.06,0.022607,843
11:45:00 AM,80,70.2,21.22222,2.18,0.024149,845
12:00:00 PM,80,70.3,21.27778,1.61,0.025204,848
12:15:00 PM,80,70.4,21.33333,2.05,0.024386,850
12:30:00 PM,80,70.8,21.55556,2.13,0.02424,856
12:45:00 PM,80,71,21.66667,1.77,0.024903,861
1:00:00 PM,80,71.8,22.11111,1.64,0.025147,861
1:15:00 PM,80,71.9,22.16667,1.1,0.026187,867
1:30:00 PM,80,71.6,22,2.7,0.023226,873
1:45:00 PM,80,72.6,22.55556,1.29,0.025816,880
2:00:00 PM,80,74.1,23.38889,1.69,0.025053,888
2:15:00 PM,80,74.4,23.55556,2.24,0.024041,890
2:30:00 PM,80,72.4,22.44444,2.61,0.023383,885
2:45:00 PM,80,72.6,22.55556,2.62,0.023365,878
3:00:00 PM,80,72.7,22.61111,2.61,0.023383,853
3:15:00 PM,80,73.1,22.83333,2.36,0.023825,742
3:30:00 PM,80,73.2,22.88889,1.98,0.024514,688.9
3:45:00 PM,80,73.4,23,2.11,0.024276,672
4:00:00 PM,80,73.4,23,2.36,0.023825,401.7
4:30:00 PM,80,73,22.77778,1.9,0.024662,396.9
4:45:00 PM,80,72.8,22.66667,1.84,0.024773,321.7
6:45:00 AM,81,55,12.77778,0.22,0.027973,324.2
7:00:00 AM,81,57.3,14.05556,0.02,0.028396,443.7
7:15:00 AM,81,58.9,14.94444,0.36,0.027681,561.3
7:30:00 AM,81,60.4,15.77778,0.18,0.028057,673.2
7:45:00 AM,81,62.7,17.05556,0.08,0.028269,792
8:00:00 AM,81,63.8,17.66667,0.26,0.02789,841
8:15:00 AM,81,64.3,17.94444,0.36,0.027681,876
8:30:00 AM,81,64.8,18.22222,0.55,0.02729,887
8:45:00 AM,81,65.3,18.5,0.43,0.027536,895
9:00:00 AM,81,67.1,19.5,0.9,0.026583,899
9:15:00 AM,81,68.2,20.11111,1.07,0.026246,898
9:30:00 AM,81,69.2,20.66667,0.92,0.026543,892
9:45:00 AM,81,70.6,21.44444,0.58,0.027228,886
10:00:00 AM,81,70.2,21.22222,1.44,0.025527,879
10:15:00 AM,81,71.4,21.88889,1.14,0.026108,874
10:30:00 AM,81,72,22.22222,1.06,0.026265,869
10:45:00 AM,81,72.9,22.72222,1.23,0.025933,864
11:00:00 AM,81,72.9,22.72222,0.73,0.026924,857
11:15:00 AM,81,74.7,23.72222,1.22,0.025952,855
11:30:00 AM,81,73.8,23.22222,1.84,0.024773,852
11:45:00 AM,81,74.3,23.5,1.39,0.025623,852
12:00:00 PM,81,75.8,24.33333,0.98,0.026424,854
12:15:00 PM,81,75.7,24.27778,1.26,0.025874,856
12:30:00 PM,81,76.8,24.88889,1.14,0.026108,861
12:45:00 PM,81,76.6,24.77778,1.36,0.025681,861
1:00:00 PM,81,75.5,24.16667,1.01,0.026364,863
1:15:00 PM,81,75.5,24.16667,1.92,0.024625,870
1:30:00 PM,81,76.3,24.61111,1.44,0.025527,882
1:45:00 PM,81,76.8,24.88889,1.24,0.025913,891
2:00:00 PM,81,76,24.44444,1.39,0.025623,899
2:15:00 PM,81,78,25.55556,1.42,0.025566,911
2:30:00 PM,81,78.7,25.94444,1.2,0.025991,915
2:45:00 PM,81,78.7,25.94444,1.12,0.026148,907
3:00:00 PM,81,77.8,25.44444,1.23,0.025933,892
3:15:00 PM,81,77.8,25.44444,1.15,0.026089,872
3:30:00 PM,81,77.8,25.44444,1.4,0.025604,848
3:45:00 PM,81,76.8,24.88889,1.27,0.025855,753
4:00:00 PM,81,77.2,25.11111,1.35,0.0257,650.9
4:15:00 PM,81,76.6,24.77778,1.39,0.025623,542
4:30:00 PM,81,76.5,24.72222,1.19,0.026011,439.2
4:45:00 PM,81,74.8,23.77778,1.32,0.025758,334.7
6:45:00 AM,82,55.6,13.11111,0.32,0.027764,340.5
7:00:00 AM,82,58,14.44444,0.3,0.027806,460.1
7:15:00 AM,82,59.8,15.44444,0.15,0.028121,573.5
7:30:00 AM,82,62,16.66667,0.04,0.028354,686.6
7:45:00 AM,82,64,17.77778,0.04,0.028354,802
8:00:00 AM,82,64.6,18.11111,0.01,0.028418,860
8:15:00 AM,82,65.5,18.61111,0.31,0.027785,881
8:30:00 AM,82,64.8,18.22222,1.08,0.026226,895
8:45:00 AM,82,65.7,18.72222,0.78,0.026823,903
9:00:00 AM,82,67.6,19.77778,0.88,0.026622,906
9:15:00 AM,82,68.1,20.05556,1.54,0.025337,904
9:30:00 AM,82,70.4,21.33333,1.25,0.025894,902
9:45:00 AM,82,70,21.11111,1.95,0.024569,897
10:00:00 AM,82,71.2,21.77778,1.53,0.025356,891
10:15:00 AM,82,71.8,22.11111,1.66,0.02511,885
10:30:00 AM,82,73.1,22.83333,1.56,0.025299,880
10:45:00 AM,82,73.7,23.16667,1.41,0.025585,873
11:00:00 AM,82,75.4,24.11111,0.96,0.026463,867
11:15:00 AM,82,76.2,24.55556,1.17,0.02605,868
11:30:00 AM,82,77.7,25.38889,0.67,0.027045,864
11:45:00 AM,82,77.7,25.38889,0.79,0.026803,863
12:00:00 PM,82,78.9,26.05556,0.46,0.027474,863
12:15:00 PM,82,79.3,26.27778,0.2,0.028015,861
12:30:00 PM,82,78,25.55556,1.29,0.025816,867
12:45:00 PM,82,77,25,1.52,0.025375,865
1:00:00 PM,82,77.5,25.27778,0.89,0.026603,871
1:15:00 PM,82,78.1,25.61111,0.7,0.026984,876
1:30:00 PM,82,80.3,26.83333,0.58,0.027228,881
1:45:00 PM,82,78.3,25.72222,0.8,0.026783,887
2:00:00 PM,82,80.1,26.72222,0.98,0.026424,903
2:15:00 PM,82,80.2,26.77778,0.97,0.026443,909
2:30:00 PM,82,79,26.11111,1.15,0.026089,910
2:45:00 PM,82,79.4,26.33333,0.67,0.027045,907
3:00:00 PM,82,80.9,27.16667,1.2,0.025991,901
3:15:00 PM,82,80.3,26.83333,0.8,0.026783,890
3:30:00 PM,82,81.6,27.55556,0.61,0.027167,857
3:45:00 PM,82,80.3,26.83333,1.03,0.026325,769
4:00:00 PM,82,80.1,26.72222,0.91,0.026563,667.1
4:15:00 PM,82,79.9,26.61111,0.84,0.026702,557.3
4:30:00 PM,82,79.1,26.16667,0.94,0.026503,450.6
4:45:00 PM,82,78.8,26,1.15,0.026089,343.1
6:45:00 AM,83,58.3,14.61111,0.52,0.027351,329.2
7:00:00 AM,83,59.5,15.27778,1.53,0.025356,449.7
7:15:00 AM,83,60.7,15.94444,2.14,0.024222,558.8
7:30:00 AM,83,63.1,17.27778,2.01,0.024459,674.7
7:45:00 AM,83,66,18.88889,1.42,0.025566,797
8:00:00 AM,83,66.8,19.33333,2.52,0.023541,836
8:15:00 AM,83,67.9,19.94444,1.29,0.025816,881
8:30:00 AM,83,69.2,20.66667,0.28,0.027848,886
8:45:00 AM,83,69.4,20.77778,1.65,0.025129,898
9:00:00 AM,83,69.4,20.77778,1.48,0.025451,876
9:15:00 AM,83,71.5,21.94444,1.56,0.025299,890
9:30:00 AM,83,72.1,22.27778,1.73,0.024978,884
9:45:00 AM,83,72.8,22.66667,1.03,0.026325,888
10:00:00 AM,83,73.1,22.83333,1.54,0.025337,877
10:15:00 AM,83,74.7,23.72222,0.76,0.026863,868
10:30:00 AM,83,75.4,24.11111,0.91,0.026563,855
10:45:00 AM,83,75,23.88889,1.16,0.026069,854
11:00:00 AM,83,75.5,24.16667,1.3,0.025797,840
11:15:00 AM,83,76.2,24.55556,1.78,0.024885,844
11:30:00 AM,83,76,24.44444,2.26,0.024005,840
11:45:00 AM,83,75.9,24.38889,2.17,0.024167,838
12:00:00 PM,83,76.9,24.94444,2.57,0.023453,844
12:15:00 PM,83,76.9,24.94444,2.42,0.023718,845
12:30:00 PM,83,76.8,24.88889,2.53,0.023524,850
12:45:00 PM,83,76.7,24.83333,1.99,0.024496,850
1:00:00 PM,83,78,25.55556,2.15,0.024204,859
1:15:00 PM,83,78.4,25.77778,2.52,0.023541,868
1:30:00 PM,83,78.7,25.94444,1.89,0.02468,876
1:45:00 PM,83,79.2,26.22222,2.02,0.024441,880
2:00:00 PM,83,79.3,26.27778,1.75,0.024941,885
2:15:00 PM,83,79.7,26.5,1.61,0.025204,887
2:30:00 PM,83,79.9,26.61111,1.78,0.024885,893
2:45:00 PM,83,79.1,26.16667,1.59,0.025242,890
3:00:00 PM,83,79.3,26.27778,2.23,0.024059,902
3:15:00 PM,83,78.2,25.66667,3.15,0.022455,622.5
3:30:00 PM,83,79.1,26.16667,1.88,0.024699,887
3:45:00 PM,83,78.8,26,2.59,0.023418,657.8
4:15:00 PM,83,76.3,24.61111,3.24,0.022304,326.3
6:45:00 AM,84,62.7,17.05556,0.03,0.028375,347.8
7:00:00 AM,84,62.7,17.05556,0.75,0.026883,465.4
7:15:00 AM,84,62.9,17.16667,1.13,0.026128,577.1
7:30:00 AM,84,63.2,17.33333,1.08,0.026226,690
7:45:00 AM,84,64.6,18.11111,0.68,0.027025,803
8:00:00 AM,84,67.2,19.55556,0.06,0.028311,852
8:15:00 AM,84,68,20,0.2,0.028015,873
8:30:00 AM,84,68.7,20.38889,0.42,0.027557,889
8:45:00 AM,84,68.6,20.33333,1.24,0.025913,898
9:00:00 AM,84,70.4,21.33333,0.83,0.026722,907
9:15:00 AM,84,71.5,21.94444,0.81,0.026763,907
9:30:00 AM,84,72.8,22.66667,1.29,0.025816,903
9:45:00 AM,84,73.3,22.94444,1.34,0.02572,902
10:00:00 AM,84,75,23.88889,0.78,0.026823,894
10:15:00 AM,84,76,24.44444,0.84,0.026702,887
10:30:00 AM,84,75.7,24.27778,1.14,0.026108,886
10:45:00 AM,84,77.9,25.5,0.57,0.027249,883
11:00:00 AM,84,78.8,26,0.74,0.026903,874
11:15:00 AM,84,78.8,26,0.95,0.026483,872
11:30:00 AM,84,79.7,26.5,1.16,0.026069,872
11:45:00 AM,84,80.1,26.72222,1.34,0.02572,868
12:00:00 PM,84,80.3,26.83333,1.54,0.025337,868
12:15:00 PM,84,79.9,26.61111,1.8,0.024847,867
12:30:00 PM,84,80.8,27.11111,1.46,0.025489,875
12:45:00 PM,84,81.7,27.61111,1.91,0.024643,881
1:00:00 PM,84,80.5,26.94444,1.06,0.026265,885
1:15:00 PM,84,80.1,26.72222,1.65,0.025129,887
1:30:00 PM,84,82.1,27.83333,1.4,0.025604,901
1:45:00 PM,84,82.1,27.83333,1.7,0.025035,904
2:00:00 PM,84,80.9,27.16667,2.07,0.024349,906
2:15:00 PM,84,82,27.77778,2.34,0.023861,933
2:30:00 PM,84,81.9,27.72222,1.28,0.025836,658
2:45:00 PM,84,81.4,27.44444,2.1,0.024295,813
3:00:00 PM,84,82.1,27.83333,1.5,0.025413,914
3:15:00 PM,84,82,27.77778,1.77,0.024903,880
3:30:00 PM,84,81.9,27.72222,1.34,0.02572,851
3:45:00 PM,84,81.4,27.44444,1.9,0.024662,772
4:00:00 PM,84,80.9,27.16667,1.92,0.024625,675.7
4:15:00 PM,84,80.9,27.16667,1.49,0.025432,557.8
4:30:00 PM,84,80.2,26.77778,1.86,0.024736,305.8
6:45:00 AM,85,61.2,16.22222,0.06,0.028311,370.5
7:00:00 AM,85,62.1,16.72222,0.29,0.027827,490.6
7:15:00 AM,85,64.4,18,0.04,0.028354,600
7:30:00 AM,85,66.2,19,0,0.028439,713
7:45:00 AM,85,67.5,19.72222,0.19,0.028036,834
8:00:00 AM,85,68.5,20.27778,0.21,0.027994,820
